mode,accuracy,F1-score,precision,recall
TRAIN,0.8583089158643784,0.8508482044503194,0.9479626902307314,0.7717825739408474
VALID,0.8270096463022508,0.8178740690589031,0.9221374045801527,0.7347931873479319
TEST,0.8177570093457944,0.8097560975609757,0.8924731182795699,0.7410714285714286
TRAIN,0.9604437002930096,0.962328084512657,0.9598409542743539,0.964828137490008
VALID,0.9189710610932476,0.9226993865030674,0.9306930693069307,0.9148418491484185
TEST,0.9102803738317757,0.9142091152815013,0.9150268336314848,0.9133928571428571
TRAIN,0.9604437002930096,0.962328084512657,0.9598409542743539,0.964828137490008
VALID,0.9189710610932476,0.9226993865030674,0.9306930693069307,0.9148418491484185
TEST,0.9102803738317757,0.9142091152815013,0.9150268336314848,0.9133928571428571
TRAIN,0.9604437002930096,0.962328084512657,0.9598409542743539,0.964828137490008
VALID,0.9189710610932476,0.9226993865030674,0.9306930693069307,0.9148418491484185
TEST,0.9102803738317757,0.9142091152815013,0.9150268336314848,0.9133928571428571
TRAIN,0.9604437002930096,0.962328084512657,0.9598409542743539,0.964828137490008
VALID,0.9189710610932476,0.9226993865030674,0.9306930693069307,0.9148418491484185
TEST,0.9102803738317757,0.9142091152815013,0.9150268336314848,0.9133928571428571
TRAIN,0.9650481372959397,0.9665263579875726,0.9694410936871733,0.9636290967226219
VALID,0.9266881028938907,0.9292803970223324,0.9481012658227848,0.9111922141119222
TEST,0.9205607476635514,0.9229374433363554,0.9373848987108656,0.9089285714285714
TRAIN,0.9650481372959397,0.9665263579875726,0.9694410936871733,0.9636290967226219
VALID,0.9266881028938907,0.9292803970223324,0.9481012658227848,0.9111922141119222
TEST,0.9205607476635514,0.9229374433363554,0.9373848987108656,0.9089285714285714
TRAIN,0.9650481372959397,0.9665263579875726,0.9694410936871733,0.9636290967226219
VALID,0.9266881028938907,0.9292803970223324,0.9481012658227848,0.9111922141119222
TEST,0.9205607476635514,0.9229374433363554,0.9373848987108656,0.9089285714285714
TRAIN,0.9650481372959397,0.9665263579875726,0.9694410936871733,0.9636290967226219
VALID,0.9266881028938907,0.9292803970223324,0.9481012658227848,0.9111922141119222
TEST,0.9205607476635514,0.9229374433363554,0.9373848987108656,0.9089285714285714
TRAIN,0.9650481372959397,0.9665263579875726,0.9694410936871733,0.9636290967226219
VALID,0.9266881028938907,0.9292803970223324,0.9481012658227848,0.9111922141119222
TEST,0.9205607476635514,0.9229374433363554,0.9373848987108656,0.9089285714285714
TRAIN,0.9650481372959397,0.9665263579875726,0.9694410936871733,0.9636290967226219
